text,label
when waitressing told to remember teeth and tits girls,0
Be who makes everybody feel like If you say something uplifting about a persons body then say anything destructive or You may think expressing your views but you may actually be causing a lot of harm to If you build them destroy them If opinions are asked for then free to But why comment if not asked People tend to hate their bodies because of your unwanted Did they ask for your Then why give it in the first place and make them feel uncomfortable and unhappy about their own Does it make you Every body is different and Just because you appreciate the way a persons body looks mean has something wrong in you and your that are inappropriate and unfit and not their To all the girls out if anyone tells you that gained too ass is imperfect or your boobs are imperfect or saggy give them and also tell them to go fuck themselves bodyshamingisnotok everybodyisbeatiful fuckyouifyoureoffended fuckyouifyoudontlikemybody ,1
why are sexually active single moms in movies always portrayed as irresponsiblenegligent parents,0
just been told to get off my feminist high horse for being annoyed at a sexist comment,0
We have alot of So First of all the audacity and ignorance of this Who knew such insignificant piece of plastic could bring so much ignorance to the surface while shining much needed acceptance and So bone thin mannequins that for years have graced many windows and displays promote anorexic unhealthy and unrealistic expectations of Has caused more harm than good somehow never seem dangerous or even promoted But a mannequin over the size of depicting a real sizes over half of population of could cause so much Sorry to say Stylers this is harmful and most of all No we be use to it by And no we be silence by So they want us to lose weight get healthy save They have screamed this for those concerned with our health but they want us to wear workout gear or have a brand like Nike sell us workout So what are we supposed to workout Where do we go to find and shop and comfortable clothes to Are we to be confined to working out only heavy hot jogger torn a potato sack or Nothing at We practice go to zumba we deserve this just as Such a waste of and a journalist degree and job to write such a We pray that the author of this piece and others like her get the help that they need and learn love others and mind their own Keep doing what you are doing the plus size community thanks are your thoughts The comment section is open for the same goes for Victoria and their selling of a fantasy you seehow boycottvictoriassecret   .  .  #psblogger nike obesemannequin mannequinchallenge fatgirlcanrun fatpositive fatshaming bodypositive bodyacceptance bodyactivist curvyisnotacrime bodyimage plussizebodies nikewomen  #plussizenike fatandfit nike effyourbodystandards ,1
British Tanya Gold thinks works better then When Nike revealed a line of workout apparel along with mannequins she wrote an article in the Telegraph stating target customer in every and she is not readying herself for a run in her shiny Nike She cannot She more and on her way to a hip tanyagold fatshaming andthentheresthisasshole ,1
When talking about going to the gym  male friend enquires somwhat presumptuously if I go mainly to tone up  not bulk up right? Cos women like to be slim and men like to be muscular?,1
my apartment buildings hoa only sends emails to the men in the building,0
asked if i wanted a short term relationship with a man who thought it was okay to run his fingers through my hair while sitting behind me in my friends car,0
Women face pressure to conform to beauty know because I have experienced never been smaller than a US for as long as I can always received unwarranted comments about weight and rude had a family member offer me money to lose that fat I think more so people being mean and void of emotional is wants a big sized models are read recently in an article a fat therapist compare fitness trainers to and children dieting as an act of sexual is extremist and quite frankly believe diet culture sometimes is necessary to get back in for to fit into a particular dress size there should be nothing wrong with that if being a size makes you happy and should shame you for being strict about what you is key with so is being medically supervised by a licensed fat is not a something you change like your is it a license for people to dehumanize you by making fun of we do need to draw a line in the sand and call a thing a to a place as a society where we equate children going on diets for health to sexual violence is ridiculous and angerous.  .  .  #blogger fatphobia bodyimageissues bodyimageshaming fitnesslife fitnesslifestyle thoughts thoughtstowords positivethinking powerfulmind healthyliving healthconcious #plussized bodypositivity ,1
Three guys ome up to us  shouting how they want to lick my pussy. I told them to go away in no uncertain terms  of course they started to call me a bitch and say that I was ugly.,1
I still believe this is miles in and not even over matter how valid your excuse may still just an xcuse.  .  .  .  .  .  .  .  .  #keephammering nobodycaresworkharder wannaberunner running runnersofinstagram runnershigh runner 5k 10k 15k 20k 13point1 halfmarathon indoorrun runfar runlong optoutside iGetToDoThis getfit fatshaming fatshamingworks fatguydidit runtheyear rty2019 2019miles runstreak beatyesterday JustAQuickMile allsznrunner Bondi6 ,0
This is   .  .  .  .  .  .  .  .  .  #keephammering nobodycaresworkharder wannaberunner running runnersofinstagram runnershigh runner 5k runfar runlong optoutside iGetToDoThis getfit fatshaming fatshamingworks fatguydidit runtheyear rty2019 2019miles runstreak beatyesterday JustAQuickMile allsznrunner ,0
How often do we fail to be our true selves on a quest to be You be authentic if you try to live up to someone expectations of #claimingspace enddietculture endbodyshaming nomorebodyshame nobodyshame loveyourself selfacceptance minfulness mindfullliving rietsnotdiets mindset haes selfcare selfcarerules bodymatters embrace embraceyourself embraceyourbody intuitiveeating antibodyshaming healthateverysizemovement heathateverysize respectyourself respectyourbody dietindustrydropout dietindustry healing trusttheprocess reversedieting takingupspace ,0
a man stood next to me leant close in over my shoulder and whispered ill give you 125 if you f me,0
PRAYER The ultimate Fellowship with God is so surreal Psalm The power of that secret DAYS TO LIVE CANCER I heard an amazing testimony of a woman who had stage cancer and needed her throat removed The doctors gave her days to live but she decided to spend time reading healing scriptures and spend time with God and on the day she went for another The doctors pulled her previous scans Though her throat had to be removed or something like that so she was not going to be able to God made her whole and she is walking years later with this amazing What are you believing God to do for survived a gun shot at age yess God did that through prayer did was proclaimed barren God did it again through prayer pregnancy I lost tons of blood with a five months pregnancy at age I prayed let it be my blood not my today she is six years old God for her miraculous life was healed after a stroke at age did that through prayer after being paralyzed for helpers right and Center still amazed mom was healed after being in a comma for almost a year was years old and my introduce me to prayer am forever grateful for the seed they Yess our King Jesus did the Hebrews the valley of dry Sarah and Elizabeth Esther And so much All your answers are in scripture and you see God power through testimonies asked her what scriptures she said one she recommends a lot is Psalm secret father in heaven will never fail Happy February Share your testimonies there is power God can make you Stay warm and signs and wonders God will do what you did not expect This is the move yeg yegen yegdt yegdesigns yegphotography yegphotographer yyc yycnow yycliving yycfood canada edmonton antibullying bodyimageshaming Jesuselevationwithelegantlove spreadtheword savebyhisgrace savebyhisblood godisgreat Godisgood godislove Godisfaithful anointed ,0
girlswithbodymods girlswithstretchedears girlswithtattoos girlswithplugs girlswithpiercings happyvibes makeuponpoint slay girlswithbluehair basicbitch bodypositive positivevibes endbodyshaming vsco alternativegirl sephora jeffreestarcosmetic#datmakeupdoe coloredhair toofacedcosmetics septum piercings tartecosmetics stretchedears ,0
showtime suicideawareness mentalhealtheducation mentalhealthmatters mentalhealthpatient mentalhealthawareness depression anxiety eatingdisorders bipolar ptsd bpd chronicillness werise itgetsbettertogether beyondthediagnosis effyourbodystandards allbodiesaregoodbodies beYOUtiful chronicfatigue forgiveyourself youaregoodenough warrior baddayshappenbutweovercomethem 1in4 dissociation endbodyshaming  #abuseisnevervalid dissociation ,0
Cheyenne Alison and Amanda Edison are all seniors at UConn and wanted to show that they are comfortable in their own This is them at HuskyTHON earlier this banbodyshaming ,0
Follow Lost in I felt really bad about this picture cause I thought I looked But you know fuckit I love this outfit and even if I was a size still try to pick my body apart for not but who #bodypositivity bodypositive bodyshamingisforlosers bodyshamingiswrong bodyshaming bodydismorphia ghoulsjustwanttohavefun ghoulies ohmygothness ohmygoth sogothic writersofinstagram alternativegirl alternativelifestyle witch witchyaesthetic witchwriter ohmygoth ohmygothess ,0
had to correct the male pharmacist who assumed my doctor was also a man,0
And with that I close out February That miles in February and a year total so far of feels ood.  .  .  .  .  .  .  .  .  #keephammering nobodycaresworkharder wannaberunner running runnersofinstagram runnershigh runner 5k 10k 15k 20k 13point1 halfmarathon treadmillrunning indoorrun runfar runlong optoutside iGetToDoThis getfit fatshaming fatshamingworks fatguydidit runtheyear rty2019 2019miles runstreak beatyesterday JustAQuickMile allsznrunner ,0
Confidence is so much more than thinking being free in who you bold in your trusting yourself to commit to what you stepping out of your comfort and assuring yourself you will be ,0
about to marry the hot man of your dreams so heat things up a little with boudoir THE perfect gift for is he EVER going to forget a gift like ,0
Whew THE WILDERNESS from The A place of self self reflection and final It is You hunger will be And when you come you will not be So Embrace the uncomfortable so you can unlock the WelcomeToTheWilderness rescue in the wilderness is amazing thing service and faithfulness will cause God to open doors you never dreamed of Watch God amaze your journey he is just getting rescue is the best thing you could ever ask For his rescue simply means unconditional #amazedbygod amazebygodcreation  #yeg yegen yegdt yegdesigns yegphotography yegphotographer yyc yycnow yycliving yycfood canada edmonton antibullying bodyimageshaming Jesuselevationwithelegantlove spreadtheword savebyhisgrace savebyhisblood godisgreat Godisgood godislove Godisfaithful anointed Jesusislove ,0
Today we try something new dinner plantbasedprotein mickeymouse weightlossjourney muscletone scarredqueen surgerydoll antibodyshaming eatclean trysomethingnew ,0
I was in a pub sitting near a group of male students  there is a park nearby called the arboretum. One guy says girls shouldnt go on the arboretum after dark because theyll get raped. His friend says and if they dont get raped theyre too fat to be in the park in the first place.,1
um women do statistics too,0
shes not a very female women is she everydaysexism in my office,0
Fitness comes in all shapes and introduces mannequins in London store signaling a further step towards inclusivity for the sportswear Style and fashion apply to everyone and Nike is demonstrating this very you think this step can reduce body shaming to some your views in the comment maxreachdigicorp    #MaxReach DigitalAgency Nike BodyShaming Fitness Sportswear ,0
Male law students commenting on how horrible it is that female law students dont keep up their appearance during exams.,1
Yess stop shaming PERIOD you know their struggle maybe they are extra skinny due to depression and fat fear from being made fun just stop being a dick help your fellow human out .#endbodyshaming ,1
Being told by an anarchist-leftist kinda guy that it was a good thing Id gone back to being blonde because no mans parents would like me with bright green hair  and settling down was what I did really want at the end of the day.,1
Past few months easy for me lost weight and my health declined like shit was so depressed and hopeless at the same time and i was not surprised to hear some comments like wati nai to moti achi the first thing is that its not funny it never usually people closest to our best friends and who tend to think that these jokes are the you can have a laugh at how thin you always good to have a sense of humour about but always a line that be shaming is not cool its hurtful and manipulating at the same hurts and stays inside your head for much longer than it You can literally hear voices in your head body shaming someone essentially judging them and judging If judging someone ask yourself if happy in your own Why do you need to put someone What if that person is really struggling with show be encouraging because you never know person on the other side of the screen is dealing Look deep work on yourself before judging all are different We come in all different sizes and shapes we realise is that there always necessarily a reason for the way anybody looks and not really answerable to Sure some of us are while others are but why we look the way we do is quite frankly nobody need to bring people up not tear them down power and love to all those who are constantly being judged who are being bullied JUST REMEMBER YOU ARE STRONG NO ONE CAN TEAR YOU DOWN JUST BELIEVE AND LOVE   .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  #blogger contentcreator inspiration bahawalpur islamabad lahore bodyshamingisforlosers endbodyshaming loveyourself music asthetic singer retro pakistan feminist ,1
My husband thinks its perfectly ok to ask me to tidy up or even shave down there. Yet when he decided to grow a stubbly beard because he doesnt like shaving  I was told to just get used to it even though it feels like barbed wire.,1
was one told by a friend that I wasnt pretty enough to rape,1
Your service and faithfulness will cause God to open doors you never dreamed of Watch God amaze your journey he is just getting rescue is the best thing you could ever ask For his rescue simply means unconditional #amazedbygod amazebygodcreation  #yeg yegen yegdt yegdesigns yegphotography yegphotographer yyc yycnow yycliving yycfood canada edmonton antibullying bodyimageshaming Jesuselevationwithelegantlove spreadtheword savebyhisgrace savebyhisblood godisgreat Godisgood godislove Godisfaithful anointed Jesusislove ,0
i was telling my sister about this siteher boyfriend so just a bunch of women bitching,0
we need feminism cos i cant walk home on sat afternoon wout a guy sticking his hand up my skirt,0
I was walking to my university sports team training today in my lycra and some lads drove past yelling Oi  wheres your thigh gap,1
how to run and look pretty,0
nobody is just ask Tina banbodyshaming ,0
trainers only having pinkpurple designs in my size 4,0
endbodyshaming #yourmentalhealthisimportanttoo ,0
was told abortions wouldnt be necessary if women could keep their legs shut,0
A billion Hallelujah oh Jesus am beyond The ultimate Fellowship with God is so surreal Psalm The power of that secret DAYS TO LIVE CANCER I heard an amazing testimony of a woman who had stage cancer and needed her throat removed The doctors gave her days to live but she decided to spend time reading healing scriptures and spend time with God and on the day she went for another The doctors pulled her previous scans Though her throat had to be removed or something like that so she was not going to be able to God made her whole and she is walking years later with this amazing What are you believing God to do for survived a gun shot at age yess God did that through prayer did was proclaimed barren God did it again through prayer pregnancy I lost tons of blood with a five months pregnancy at age I prayed let it be my blood not my today she is six years old God for her miraculous life was healed after a stroke at age did that through prayer after being paralyzed for helpers right and Center still amazed mom was healed after being in a comma for almost a year was years old and my introduce me to prayer am forever grateful for the seed they Yess our King Jesus did the Hebrews the valley of dry Sarah and Elizabeth Esther And so much All your answers are in scripture and you see God power through testimonies asked her what scriptures she said one she recommends a lot is Psalm secret father in heaven will never fail signs and wonders God will do what you did not expect This is the move yeg yegen yegdt yegdesigns yegphotography yegphotographer yyc yycnow yycliving yycfood canada edmonton antibullying bodyimageshaming Jesuselevationwithelegantlove spreadtheword savebyhisgrace savebyhisblood godisgreat Godisgood godislove Godisfaithful anointed ,0
Breast art pendant necklaces and charms are the easiest way to carry gorgeous breast painted art wherever you Grab my shop link in my follow and Your support means so much to me on this tough journey to healing and self men and women to be stand and ripple societies waters of selfconfidence selflove selfesteem healing arttherapy empowering bodypositivemovement bodypositive antibodyshaming bbw plussize born2standout breastartist breastart boobart nude antibullying differentisgood bossbabe instagram follow4followbacks loveyouself youarebeautiful ,0
After a top we do backoffs at for Feeling good chubbystrongfit powerlifter powerlifting usapl usaplny usapowerliftingny usapowerlifting ipf gymflow strong strengthisbeauty squat bench deadlift stopbodyshaming lift fit fitness squatlife deadsforday sbd hookgrip bigboy biggerisbetter instafit fitfam dad dadbod ,0
TV debates on female shaving habits instead of real issues. Lets just teach women to judge each other.,1
WEIGHT LOSS UPDATE Youcanprobablyseemydick FatShamingIsReal FatShamingChangedMyLife ,0
Being sexy is all about body Stop body for the etails  #menstyle stopbodyshaming jambi ,0
effyourbeautystandards#bodypositive bodypositivity selfconfidence selfacceptance bodyshape bodyshamingiswrong loveyourself womendoitbetter womensupportingwomen womenworthit nude nakedphoto love beauty chubbygirl biggirl plussizemodel modelphotography loveyourself ,0
It shows two faces of the same women: one  normall  with some spots and second  artificially smooth and of course perfect. Then we can see whats written here: Its your choice how you show yourself  (I translated it the best I could  meaning it the same).,1
whenever my wife and i go anywhere to do with cars the mechanics or salesmen just talk to me like my wife is not there,0
You are so eautiful.  #bodyshaming poetsofinstagram poetsandwriters poetsandwriters poetryporn poetry writingcommunity writerscommunity evepoetrygroup thewriterstribe ttt bymepoetryindia silverleafpoetry globalpoetrycult quotes thoughtofthedat lifeisbutametaphor metaphor thescribbledstories globalagepoetry ,0
they frequently catcall whistle and comment sexual remarks to the females in my class,0
This release the anonymous confessions of theatre performers and opera singers who have been body shamed while or Inspired by hope this fosters discussion about the progress that needs to be made in our your stories and connect with others anonymously on the Whisper ttps://whisper.onelink.me/YBZT/8872406a  .  #broadwaybopo bopo bopowarrior broadwaybody broadwaybodypositivity broadwaybodypositivityproject broadway broadwaymusical allbodiesaregoodbodies allbodiesarebeautiful plussize disabled littleperson endbodyshaming stopbodyshaming theatreconfessions bodyshaming bodyshame bodypositive bodypositivity effyourbeautystandards theatrekid broadwaybares musicaltheatrelife musicaltheatrelife bfamusicaltheatre typecast broadwaybound musical ,0
You go fatshamingworks fatshamingsucks fatshamingweekcansuckit fatshamingfatboys fatshamingislame fatshamingmycat fatshamingweek fatshamingisnotokay fatshamingforabetterworld fatshamingmyself fatshamingnotcool fatshamingisnotcool fatshamingthedog fatshamingiswrong fatshamingme fatshamingcats fatshamingisweak fatshamingisjustasbadasskinnyshaming fatshamingkills prilaga fatshamingisreal fatshamingmydog fatshaming fatshamingisnotok fatshamingthecat fatshaminghurts fatshamingisok ,0
chatting to another senior woman at a training event and a man walking past as she admired my coat in passing and he said oh the ladies always talking about clothes,0
I work as a receptionist. As such I am quite used to my image being scrutinized by men and women alike (whether clients or colleagues). However  when a delivery man had the audacity to tell me to watch out because I was putting on weight,1
been a slow day for I tend to slow down on overcast Do I managed to make my breakfast and I published my blog post in about being body shamed as a child and overcoming you ever realized that we are taught to feel shame about Our shame our least not omplicated.  .  .  .  .  .  .  .  .  #weightloss diet bodypositive bodyshaming healthy healthyeating fitness fatshaming shaming fat mentalhealth bullying strongwomen unashamed weightlossjourney ,1
Fatphobic ew fat people need to exercise and get healthy fatphobic ew why are fat people wearing workout clothes ,1
how ar e yorkie still using man fuel for man stuff as a slogan,0
I am proud of the I have put Mom and Dr Jones do not seem as excited about Something was said about less no cookies and more that all       #wrigleythedog labrador doglife dogsofinsagram labs labsofinstagram instafamous blacklabsofinstagram labradorretrieversofig dogs careforlabs snapAbark dogsofduval barkzweekly spoiled spoiledpup happydog smile blacklab cubsfan lovinglabrador blackdogsmatter adoptdontshop whoRescuedwho rescuedog struggleisreal fatdog fatshamingisreal ,0
walking on the less crowded but more inconvenient street to avoid being catcalled because its hot amp youre wearing a dress everydaysexism,0
bodyshamingisnotok. buildeachotherup allbodiesarebeautiful encouragement motivate itsneverok ,0
If you know how to show yourself kindness when a size you know how to do it wearing a size .  #girl#blond#blondie#wavyhair#waves#tattoo#tattoos#pierced#piercings#piercedgirlsofinstagram#girlswithpiercings#girlswithtattoos#tats#redlips#lipstick#alternativegirl#blueeyes#pale#porcelaindoll#plussize#bodypositive#antibodyshaming ,0
Stop body shaming acceptance bodyshamingisnotok tanned causeilovemycomplexion causeilovemybigforehead bigforehead imperfectionsarebeautiful yesihavearoundface nocheekbones nojawlineanymore ,0
Body shaming is NEVER We are constantly being told that our bodies good enough or need to be changed but they are absolutely perfect just the way they If you are being body shamed chances are it has nothing to do with your You are   #youngmindsmatter #adelaidecounsellor #mindfulness #bodyshamingisnotok ,0
At 14 group of older guys making fun of my non-existent breasts out loud .,1
Yes I Accept I am overweight girl but still I proudly carry my all flaws Emotional with my talent not because I know how to hide my because I accept myself the way I am at place of choice certain guidelines given by other about others decide our body shape and character accordingly their why other take decisions for us in which actual way I should look am who I I m not perfect girl even I am more than far away that perfection for a and I like the way I Stop telling me I should loose I should be more polite and bla bodyshamingisnotok acceptthewayuare loveurself decideurowngoal beurpictureperfect bethewayuwant beunique bedifferent accepturflaws lifeismorebiggerthanbadthingsinlife ,1
I now wear headphones to cycle. Cancels out nice arse! / fat arse! comments,1
walking to the library last week when a man in a van rolled down the window and shouted how about a blow job,0
Just like the lessons of previous years  boys and girls would take it in turns to pick a partner. However this year  when it was the boys turn they would walk up to us and criticise our appearances. We were made to stand in a line and be judged by them  and I felt like a piece of meat.,1
In case there was any confusion about what we stand for ere....  #wearecityfit banbodyshaming bodyshamingiswrong morethanagym yourbestself ,0
yesterday a male colleague was deemed very clever for developing capacity i developed in 2010,0
why in so many public toilets is there only a nappy changing area in the womens toilet,0
no i dont enjoy the attention i get as suggested by men when being harassed or assaulted by strange men,0
almost PARTY as a Picture Photography is doing a GLAM Beautiful Inspiration will have her INSPIRING FABULOUS clothing with have her Stella Dot super Loft Hair Studio Stony Plain will be doing HAIR Younique will be enhancing your look with a little Beauty Bar will be beautifying your the first lovelies you will receive a goody bag Doors open at for all of you who attend Aradia Fitness Spruce Grove and I have an announcement to You will be the first to And want to ,0
good job we have the media to explain the claire balding used to be a female jockey otherwise wed never have guessed,0
stopbodyshaming ,0
for mamas and strong women from Wild Moon and let us know which one is your ,0
called a stupid bitch for not wanting to talk to creepy guy on tube who then followed me homecalled a bitch whore slut slag on the street too many times to mention,0
This is my is a beautiful wish she still understood that but she grew up being told she was homely and it really messed with her ead.  #beauty bodyshamingisforlosers selflove ,1
lipstick adverts staying fuller lips attract more men,0
going to go buy my Nike PlusWear and live my best life in it while that degrading article fades away into oblivion for my lifestyle blog in io!  *  *  *  *  #blog nike telegrapharticle blogger blogsforwomen lifestyle lifestyleblog tucson arizona uofa summerlook instagood trending inspiration motivation life femaleblog style takecharge starbucks pinkdrink femaleblogger plussizefashion plussizebeauty fatshaming society confidence athleticwear chromenails nails via ,0
policemen in a police van in manchester kerb crawling and harassing me,0
Shes not even facially attractive  but Said the guy whos not facially attractive,1
TBT to think back then I thought I was fat fatShamingIsReal ,0
The first message I ever got on FaceBook was You have fat titties baby.,1
at school people boys often grab girls ass and that lots think of it as a complement or just dont question it even when girls say no its casually,0
was not allowed to enter a billiards comp in europe because i was female,0
i worked on a team with a male colleague and if i disagreed with him he would interrupt and say something like thats enough go and make some tea now youre good at that,0
This is my It is absolutely not and some days I hate it to the highest try to love to appropriate to trust him I can not do Some days I disgust myself less than but these I can not do I can not do hard to look in the to pretend to have while being disgusted with try to love I try to accept These pressures on bodies are sinking deeper and eeper.    #bodyshaming trybodypositive hatebody hate body takecare trytoloveme ,1
DETERMINATION WISH PEOPLE UNDERSTOOD IM FIGHTING HEALTH ISSUES N WEIGHT LOSS BUT I GIVING UP !!!  #antibodyshaming scarredqueen weightlosstransformation weightlossjourney gymmotivation over40 surgerydoll workoutmotivation planetfitness nevergiveup ,0
As a 16-year-old junior in high school  on a day I can remember wearing baggy sweatpants and a baggy t-shirt  before school had even began and I was making my way to school  two men (early 20s at best) in a truck were driving down the street. One of them stuck his entire body out of the window as they drove by and yelled at me  Ayeeee shorty!! Youre kinda thickbut can you ride a dick?,1
Factory To enjoy the spring the sunshine and Taking a moment to be thankful for the journey that I am on and enjoying the process of I am thankful to be able to What are you thankful mentalhealthawareness veteransuicideawareness bodyimagemovement endbodyshaming loveyourself fitnessmotivation ,0
Morning love is one of the most misunderstood concepts on earth Many see it as a moral law that encourages selfishness or self of this for the most part are Because of their roles as nurturers they tend to focus more on others and will feel guilty about taking a moment for love is taking time to consider the needs of your entire ability to be kind and compassionate to is self love to ,0
little girls being taught to always sit with your legs together,0
Resolution to myself love me for who i am not who he made me ecome.#loveyourself abusesurvivor love proud survivor#staystrong againstbodyshaming respect#dermals#piercings bodymods tattoos#lovelife pinkhair#shorthair newchanges resolutions ,0
A  boy in my class shaved off his shaggy hair and people told him he looked good and that hed become a chick magnet. I cut my shoulder-length hair to just below my ears and people asked me what had happened. One boy asked me if I had been on drugs. I repeatedly get asked why I cut my hair.,1
Beauty farm makeup asozialpride reallife bodyshamingiswrong healthylifestyle sorry ,0
People around the world associate a negative feeling or mental stress with a seemingly harmless item the weigh some weigh not But what is this number actually telling Why do we let it influence our so are an infinite thing so if you try to define your luck based on you be more than just Get out of the system that tries to tell you whether you count as Stop staring at your scale and start appreciating your body in all its Repost     #prettybody#beauty#loveyourself#againstbodyshaming#againstbeautyideals#empower#allofus#beautiful#love#bodypositivity ,1
I do do only Why because i feel absolutely awful in Most probably the most beautiful item any women could possibly adorn but i do struggle but im fighting my self Body being comfortable to show off my body and not see myself as i saw myself for many So im going to definitely try moreso to see myself in a better As much as I encourage you all the embrace your perfect imperfections many respect the fact i am honest raw and share my bits scars and so much I am not ashamed to say I struggle showing of my gym body that i have worked hard to get but we all have insecurities Keepin it Real Divas because in a world of Kims i would rather be a   .  .  .  .  .  #blacksari bodyshaming mybody imperfectbody gym life sari love imgettingthere iwilleearmoredresses liabilitymademedoit struggles reallife forthegram positivevibes ,1
Just so you someone is NOT you love someone or value your friendship then you are supportive in every Give out what you want back because when you pick someone apart and point out their flaws when they are busy overlooking yours you will miss out on everything good they could of given to you and the damn hard is it to be KIND and say something Especially when they are feeling good about #Confidenceiseverything. Weareallflawed  #YourBeautiful. bodyshamingisnotok MoveMore. DoMore. FallinlovewithYOU  #Beautifultothecore BeautifulSoulsFindTheirWay. FitMoma FitNana TexasTorturess AlwaysHardFitnessMyLoveAffair ,0
reposted what I I love this feeling of being a part of Jameela I love this woman so ,0
VWash is happy to tell the motivational tale of She is a plus size model who has walked the ramp for Lakme Fashion Week and has also modeled for brands like hoping that her strength flows into all you ladies and fills you up with paramount to DhunBadalKeTohDekho with to discover how Neha strengthened her KhudSeKhudkaRishta  .  .  .  .  #bodypositive antibodyshaming bodyshaming plussizefashion plussizemodel ,0
had no change to give to a homeless man his response well i hope you get raped on the way home bitch,0
Being told that your severe depression would be cured if you lost weight,1
Ive had everything from blow me whore to run faster  cow,1
Long run I think I have all that I And today gonna try out these Still not feeling so hot about this Trying to change my attitude before I tart.  .  .  .  .  .  .  .  #keephammering nobodycaresworkharder wannaberunner running runnersofinstagram runnershigh runner 5k 10k 15k 20k 13point1 halfmarathon runfar runlong optoutside iGetToDoThis getfit fatshaming fatshamingworks fatguydidit runtheyear rty2019 2019miles runstreak beatyesterday JustAQuickMile allsznrunner ,0
allsznrunner Before and after my easy in the Now to pack up for my Namaste day in NYC not only the best Yoga Instructor but one of my favorite peoples   .  .  .  .  .  .  .  .  #keephammering nobodycaresworkharder wannaberunner running runnersofinstagram runnershigh runner 5k optoutside iGetToDoThis getfit fatshaming fatshamingworks fatguydidit runtheyear rty2019 2019miles runstreak beatyesterday JustAQuickMile yoga namaste Recentered ChakrasAligned ,0
Worship like it was your last a greater way to communicate with the service and faithfulness will cause God to open doors you never dreamed of Watch God amaze your journey he is just getting rescue is the best thing you could ever ask For his rescue simply means unconditional #amazedbygod amazebygodcreation  #yeg yegen yegdt yegdesigns yegphotography yegphotographer yyc yycnow yycliving yycfood canada edmonton antibullying bodyimageshaming Jesuselevationwithelegantlove spreadtheword savebyhisgrace savebyhisblood godisgreat Godisgood godislove Godisfaithful anointed Jesusislove ,0
is not just a feeling a a journey and not easy but it is something we should all work on is about being you and loving who you are every step of this Maybe you are not exactly where you want to be right now but you should still love yourself while you work on achieving who you want to long as that is OU!    #plussizeandproud ,0
One guy says My friend here wants your number. He wants to give you one over the kitchen table. As they walked away and leered back at me  I gave them the finger. The guy shouts Ill give YOU the finger  you fat cow,1
ASSHOLE award of CENTURY to the guy who said at bus stop after I just got out of surgeryYoure big but pretty great rack.,1
And that makes for miles ran Good start to ebruary!  .  .  .  .  .  .  .  .  .  .  .  .  #keephammering nobodycaresworkharder wannaberunner running runnersofinstagram runnershigh runner 5k 10k 15k 20k 13point1 halfmarathon treadmillrunning indoorrun runfar runlong iGetToDoThis getfit fatshaming fatshamingworks fatguydidit runtheyear rty2019 2019miles runstreak beatyesterday JustAQuickMile allsznrunner ,0
im 15 years old and today i was walking home and one car honked and shouted out something along the lines of hey darlin nice tits and this wasnt a first and i didnt think much of it unit later on the same walk home another car shouted out something with the word fat in it and i felt like us as women cant ever get it right.,1
is toxic and To I am not advocating for the harassment or bullying of overweight I just think that the fat acceptance movement is targeting the obesity problem in the US in the completely wrong There are a lot of fat people in the a there are some societal and cultural problems that have led to I believe the affordability and instant gratification associated with fast food is a huge soda is one of the single most detrimental things to happen to public health since I and then the question becomes how we handle It seems to me that the fat acceptance movement says we should glorify making unhealthy choices and normalize not what we should be teaching our We should be teaching them about heart and We should teach them to control their portions and eat more fruits and up to individuals if they want to make healthy choices or but I think we can change the culture by educating the next generation on good nutrition and the health risks of a poor not by telling them completely normal to be would agree with but would love to hear your ,1
The most precious girls I could ever meet per questa meravigliosa la vincitrice di Miss Curvy Angel oscana!)        #misscurvyangel photo catwalk bodypositive laurabrioschi marinaclub girls preciousness momentsofhappiness stopbodyshaming misscurvyangeltoscana puntone models bye ,0
anti-ageing creams: men can age/get wrinkles but women cant?,1
graffiti on one of the bridges to the park rape starts here,0
Buy you very own FatShamingIsReal SHIRT at in my help me celebrate Chocolate Milk TomIsFat ,0
sahabatbeibagicerita Body shaming is take very lightly here in Who are we to say a word on other I have learned that there are reasons behind Kalau ada orang yang kulitnya not your right to call them Maybe this person loves to do outdoor saying atau as a stop calling others by physical ppearance  .  .  #stopbodyshaming bodyshamingisnotok bodyshamingisbullying hentikanbodyshaming bodyshamingisnotcool ,0
A few years ago I was walking home from work when I became aware of a guy following me. When I turned to confront him he shouted at me that I was a fat bitch (not that it matters  but Im a perfectly healthy BMI).,1
Sexism carries on throughout life  apparently. Walking through the shopping centre  a youngish man  accompanying a woman  walking towards me  leaned in to me as he walked by and said  very quietly  in my ear Old Bag.,1
If only you knew grateful heart after your heart Lord and still adding testimonies to her diamondwalk  -  Your service and faithfulness will cause God to open doors you never dreamed of Watch God amaze your journey he is just getting rescue is the best thing you could ever ask For his rescue simply means unconditional #amazedbygod amazebygodcreation  #yeg yegen yegdt yegdesigns yegphotography yegphotographer yyc yycnow yycliving yycfood canada edmonton antibullying bodyimageshaming Jesuselevationwithelegantlove spreadtheword savebyhisgrace savebyhisblood godisgreat Godisgood godislove Godisfaithful anointed Jesusislove ,0
If you want to give up everything that weighs you     #prettybody bodylove selflove againstbodyshaming loveyourself beauty bodypositivity happywithmyself stolzaufmich ,0
My father  a career #policeman has always said policewomen are always either ugly or lesbians,1
